,id,speaker_id,utterance_order,transcript_id,corpus_id,gloss,num_tokens,stem,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,type,media_end,media_start,media_unit,collection_id,collection_name,num_morphemes,language,corpus_name
155,2668696,4374,622,6447,57,come on xxx get on there Tony,7,come on get on there Tony,v adv v prep adv n:prop,MAD,Male,Adult,4025.0,57.00117045524551,Tony,male,declarative,,,,3,Eng-NA,6.0,eng,Hall
156,2674971,4374,1013,6447,57,Joey,1,Joey,n:prop,MAD,Male,Adult,4025.0,57.00117045524551,Tony,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
157,2674983,4377,1014,6447,57,xxx,1,,,FAD,Female,Adult,4025.0,57.00117045524551,Tony,male,declarative,,,,3,Eng-NA,,eng,Hall
158,2677061,4405,816,6450,57,mike,1,mike,n,FAD,Female,Adult,4396.0,57.00117045524551,David,male,question,,,,3,Eng-NA,1.0,eng,Hall
159,2677068,4400,817,6450,57,fifty five,2,fifty five,det:num det:num,MAD,Male,Adult,4396.0,57.00117045524551,David,male,declarative,,,,3,Eng-NA,2.0,eng,Hall
160,2677068,4400,817,6450,57,fifty five,2,fifty five,det:num det:num,MAD,Male,Adult,4396.0,57.00117045524551,David,male,declarative,,,,3,Eng-NA,2.0,eng,Hall
161,2677078,4405,818,6450,57,how much,2,how much,adv:int qn,FAD,Female,Adult,4396.0,57.00117045524551,David,male,question,,,,3,Eng-NA,2.0,eng,Hall
162,2681531,4411,473,6451,57,that's okay you can run over me anytime,8,that okay you can run over me anytime,pro:dem adj pro:per mod v prep pro:obj adv:tem,MAD,Male,Adult,4406.0,57.00117045524551,Karen,female,declarative,,,,3,Eng-NA,9.0,eng,Hall
163,2681553,4417,474,6451,57,haha,1,haha,co,FAD,Female,Adult,4406.0,57.00117045524551,Karen,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
164,2681997,4446,27,6454,57,do you want your breakfast now or later,8,do you want your breakfast now or later,mod pro:per v det:poss n adv coord adv,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,8.0,eng,Hall
165,2682020,4440,28,6454,57,I'm not hungry,3,I not hungry,pro:sub neg adj,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,4.0,eng,Hall
166,2682020,4440,28,6454,57,I'm not hungry,3,I not hungry,pro:sub neg adj,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,4.0,eng,Hall
167,2682036,4446,29,6454,57,you're not hungry,3,you not hungry,pro:per neg adj,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,4.0,eng,Hall
168,2682108,4446,34,6454,57,junior,1,junior,adj,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
169,2682119,4440,35,6454,57,what,1,what,pro:int,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,1.0,eng,Hall
170,2682119,4440,35,6454,57,what,1,what,pro:int,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,1.0,eng,Hall
171,2682125,4446,36,6454,57,daddy might come home today,5,daddy might come home today,n mod v adv adv:tem,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,5.0,eng,Hall
172,2682162,4446,38,6454,57,uhhuh,1,uhhuh,co,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
173,2682169,4440,39,6454,57,who said,2,who say,pro:rel v,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,3.0,eng,Hall
174,2682181,4440,40,6454,57,the doctor,2,the doctor,det:art n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,2.0,eng,Hall
175,2682187,4446,41,6454,57,yeah,1,yeah,co,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
176,2682216,4440,43,6454,57,when did he what did did he call,8,when do what do do he call,conj v pro:int mod mod pro:sub v,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,10.0,eng,Hall
177,2682243,4446,44,6454,57,just before,2,just before,adj adv,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
178,2682259,4446,45,6454,57,what were you sleeping,4,what be you sleep,pro:int cop pro:per part,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,6.0,eng,Hall
179,2682286,4440,46,6454,57,oh was that him,4,oh be that him,co cop pro:dem pro:obj,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,6.0,eng,Hall
180,2682286,4440,46,6454,57,oh was that him,4,oh be that him,co cop pro:dem pro:obj,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,6.0,eng,Hall
181,2682299,4446,47,6454,57,uhhuh,1,uhhuh,co,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
182,2683849,4405,1237,6450,57,four o four,3,four o four,det:num n:let det:num,FAD,Female,Adult,4396.0,57.00117045524551,David,male,declarative,,,,3,Eng-NA,3.0,eng,Hall
183,2683858,4400,1238,6450,57,what's yours,2,what yours,pro:int pro:poss,MAD,Male,Adult,4396.0,57.00117045524551,David,male,question,,,,3,Eng-NA,3.0,eng,Hall
184,2688128,4446,340,6454,57,goodbye sweet,2,goodbye sweet,co co,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
185,2688141,4440,341,6454,57,hey mom,2,hey mom,co n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
186,2688141,4440,341,6454,57,hey mom,2,hey mom,co n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
187,2688153,4446,342,6454,57,yeah,1,yeah,co,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,imperative_emphatic,,,,3,Eng-NA,1.0,eng,Hall
188,2688153,4446,342,6454,57,yeah,1,yeah,co,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,imperative_emphatic,,,,3,Eng-NA,1.0,eng,Hall
189,2688160,4440,343,6454,57,you coming direct back,4,you come direct back,pro:per part adj n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,5.0,eng,Hall
190,2688160,4440,343,6454,57,you coming direct back,4,you come direct back,pro:per part adj n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,5.0,eng,Hall
191,2688170,4446,344,6454,57,yeah I'm just gonna go by duh post office,9,yeah I just gonna go by the post office,co pro:sub adv mod:aux v prep det:art n n,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,10.0,eng,Hall
192,2688170,4446,344,6454,57,yeah I'm just gonna go by duh post office,9,yeah I just gonna go by the post office,co pro:sub adv mod:aux v prep det:art n n,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,10.0,eng,Hall
193,2688196,4440,345,6454,57,get me a yogurt,4,get me a yogurt,v pro:obj det:art n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,4.0,eng,Hall
194,2688196,4440,345,6454,57,get me a yogurt,4,get me a yogurt,v pro:obj det:art n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,4.0,eng,Hall
195,2688216,4446,346,6454,57,what,1,what,pro:int,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,1.0,eng,Hall
196,2688216,4446,346,6454,57,what,1,what,pro:int,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,1.0,eng,Hall
197,2688224,4440,347,6454,57,get me a yogurt,4,get me a yogurt,v pro:obj det:art n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,4.0,eng,Hall
198,2688224,4440,347,6454,57,get me a yogurt,4,get me a yogurt,v pro:obj det:art n,MAD,Male,Adult,4434.0,54.0011088523378,Samantha,female,question,,,,3,Eng-NA,4.0,eng,Hall
199,2688242,4446,348,6454,57,oh okay I gotta buy some anyway oh,8,oh okay I gotta buy some anyway oh,co adj pro:sub mod:aux v qn adv co,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,8.0,eng,Hall
200,2691795,4446,543,6454,57,I'll see you I'll be back in about fifteen minutes,10,I see you I be back in about fifteen minute,pro:sub v pro:per pro:sub cop adj adv prep det:num n,FAD,Female,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,13.0,eng,Hall
201,2691824,4447,544,6454,57,um ah ah,3,ah ah,co co,TCA,Teacher's_Aide,Adult,4434.0,54.0011088523378,Samantha,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
202,2745541,4377,4732,6447,57,hi xxx,2,hi,co,FAD,Female,Adult,4025.0,57.00117045524551,Tony,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
203,2745553,4374,4733,6447,57,yeah,1,yeah,co,MAD,Male,Adult,4025.0,57.00117045524551,Tony,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
204,2745620,4374,4736,6447,57,xxx,1,,,MAD,Male,Adult,4025.0,57.00117045524551,Tony,male,declarative,,,,3,Eng-NA,,eng,Hall
205,2745634,4377,4737,6447,57,how you doing,3,how you do,adv:int pro:per part,FAD,Female,Adult,4025.0,57.00117045524551,Tony,male,question,,,,3,Eng-NA,4.0,eng,Hall
206,2771858,4394,5879,6449,57,xxx,1,,,MAD,Male,Adult,4032.0,57.00117045524551,Bobby,male,declarative,,,,3,Eng-NA,,eng,Hall
207,2771869,4395,5880,6449,57,are you playing with matches again,6,be you play with match again,cop pro:per part prep n adv,FAD,Female,Adult,4032.0,57.00117045524551,Bobby,male,question,,,,3,Eng-NA,9.0,eng,Hall
208,2772823,4395,5941,6449,57,xxx,1,,,FAD,Female,Adult,4032.0,57.00117045524551,Bobby,male,declarative,,,,3,Eng-NA,,eng,Hall
209,2772833,4394,5942,6449,57,xxx,1,,,MAD,Male,Adult,4032.0,57.00117045524551,Bobby,male,declarative,,,,3,Eng-NA,,eng,Hall
210,2773588,4468,4235,6456,57,we'll xxx,2,we,pro:sub,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
211,2773596,4462,4236,6456,57,xxx,1,,,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
212,2773596,4462,4236,6456,57,xxx,1,,,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
213,2773603,4468,4237,6456,57,what,1,what,pro:int,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,1.0,eng,Hall
214,2773610,4462,4238,6456,57,xxx,1,,,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
215,2773613,4468,4239,6456,57,yeah xxx,2,yeah,co,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
216,2773916,4462,4257,6456,57,so let's have it in your house,7,so let have it in your house,adv v v pro:per prep det:poss n,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,8.0,eng,Hall
217,2773929,4468,4258,6456,57,we can't because he has_to go to bed at nine thirty,11,we can because he has_to go to bed at nine thirty,pro:sub mod conj pro:sub mod:aux v prep n prep det:num det:num,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,12.0,eng,Hall
218,2774031,4462,4265,6456,57,hold it,2,hold it,v pro:per,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
219,2774038,4468,4266,6456,57,and everything we got the money,6,and everything we get the money,coord pro:indef pro:sub v det:art n,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,trail off,,,,3,Eng-NA,7.0,eng,Hall
220,2774038,4468,4266,6456,57,and everything we got the money,6,and everything we get the money,coord pro:indef pro:sub v det:art n,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,trail off,,,,3,Eng-NA,7.0,eng,Hall
221,2774051,4462,4267,6456,57,let me talk to him,5,let me talk to him,v pro:obj v prep pro:obj,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,6.0,eng,Hall
222,2774134,4468,4273,6456,57,yeah xxx,2,yeah,co,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
223,2774141,4462,4274,6456,57,your father's cooking good,4,your father cook good,det:poss n part adj,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,6.0,eng,Hall
224,2774153,4462,4275,6456,57,why you got_to go to bed at nine thirty for,10,why you got_to go to bed at nine thirty for,adv:int pro:per mod:aux v prep n prep det:num det:num prep,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,10.0,eng,Hall
225,2774184,4468,4276,6456,57,not me he does,4,not me he do,neg pro:obj pro:sub v,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,5.0,eng,Hall
226,2774184,4468,4276,6456,57,not me he does,4,not me he do,neg pro:obj pro:sub v,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,5.0,eng,Hall
227,2774199,4462,4277,6456,57,why,1,why,adv:int,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,1.0,eng,Hall
228,2774245,4468,4281,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
229,2774250,4462,4282,6456,57,why xxx,2,why,adv:int,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
230,2774250,4462,4282,6456,57,why xxx,2,why,adv:int,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
231,2774262,4468,4283,6456,57,xxx and he's gonna be being taped right,8,and he gonna be be tape right,coord pro:sub mod:aux cop aux part n,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,10.0,eng,Hall
232,2774386,4468,4287,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
233,2774389,4462,4288,6456,57,for what xxx taping,4,for what tape,prep pro:int n:gerund,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,4.0,eng,Hall
234,2774405,4462,4289,6456,57,his heart,2,his heart,det:poss n,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,2.0,eng,Hall
235,2774412,4468,4290,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
236,2774412,4468,4290,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
237,2774419,4462,4291,6456,57,for what,2,for what,conj pro:int,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,2.0,eng,Hall
238,2774419,4462,4291,6456,57,for what,2,for what,conj pro:int,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,2.0,eng,Hall
239,2774431,4468,4292,6456,57,sound,1,sound,n,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,1.0,eng,Hall
240,2774431,4468,4292,6456,57,sound,1,sound,n,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,1.0,eng,Hall
241,2774441,4462,4293,6456,57,for the doctor,3,for the doctor,conj det:art n,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,3.0,eng,Hall
242,2774441,4462,4293,6456,57,for the doctor,3,for the doctor,conj det:art n,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,3.0,eng,Hall
243,2774456,4468,4294,6456,57,he's being taped right now,5,he be tape right now,pro:sub part part adv adv,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,8.0,eng,Hall
244,2774456,4468,4294,6456,57,he's being taped right now,5,he be tape right now,pro:sub part part adv adv,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,8.0,eng,Hall
245,2774469,4462,4295,6456,57,with what,2,with what,prep pro:int,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,2.0,eng,Hall
246,2774469,4462,4295,6456,57,with what,2,with what,prep pro:int,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,2.0,eng,Hall
247,2774475,4468,4296,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
248,2774475,4468,4296,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
249,2774481,4462,4297,6456,57,come over here Summer,4,come over here Summer,v adv adv n:prop,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,4.0,eng,Hall
250,2774501,4462,4299,6456,57,right,1,right,co,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,1.0,eng,Hall
251,2774507,4468,4300,6456,57,no,1,no,co,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,imperative_emphatic,,,,3,Eng-NA,1.0,eng,Hall
252,2774507,4468,4300,6456,57,no,1,no,co,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,imperative_emphatic,,,,3,Eng-NA,1.0,eng,Hall
253,2774514,4462,4301,6456,57,why is he being taped,5,why be he be tape,adv:int cop pro:sub aux part,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,8.0,eng,Hall
254,2774514,4462,4301,6456,57,why is he being taped,5,why be he be tape,adv:int cop pro:sub aux part,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,8.0,eng,Hall
255,2774528,4468,4302,6456,57,what is it for again,5,what be it for again,pro:int aux pro:per prep adv,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,6.0,eng,Hall
256,2774667,4462,4314,6456,57,for two days,3,for two day,prep det:num n,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,4.0,eng,Hall
257,2774677,4468,4315,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
258,2774677,4468,4315,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
259,2774682,4462,4316,6456,57,and only you want the sound from him,8,and only you want the sound from him,coord qn pro:per v det:art n prep pro:obj,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,8.0,eng,Hall
260,2774766,4468,4320,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
261,2774772,4462,4321,6456,57,Summer aren't you a man,5,Summer be you a man,n:prop aux pro:per det:art n,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,7.0,eng,Hall
262,2775147,4462,4346,6456,57,xxx,1,,,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
263,2775155,4468,4347,6456,57,ah there's only going to be him you Papo Diz and Andrew,12,ah there only go to be him you Papo Diz and Andrew,co pro:exist adv part inf cop pro:obj pro:per n:prop n:prop coord n:prop,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,14.0,eng,Hall
264,2775246,4468,4352,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
265,2775253,4462,4353,6456,57,I'll be xxx oh so she'll stay wid him till what,11,I be oh so she stay with him till what,pro:sub cop co co pro:sub cop prep pro:obj v pro:int,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,12.0,eng,Hall
266,2775338,4468,4357,6456,57,well it's gonna be in Wanda's house xxx nobody's coming in,11,well it gonna be in Wanda house nobody come in,co pro:per mod:aux cop prep n:prop n pro:indef part adv,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,14.0,eng,Hall
267,2775365,4462,4358,6456,57,Daniel said he was gonna go right now,8,Daniel say he be gonna go right now,n:prop v pro:sub aux mod:aux v adv adv,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,11.0,eng,Hall
268,2775409,4462,4360,6456,57,he said yeah I'll come and he went like that didn't you hear him,14,he say yeah I come and he go like that do you hear him,pro:sub v co pro:sub v coord pro:sub v prep pro:dem mod pro:per v pro:obj,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,19.0,eng,Hall
269,2775437,4468,4361,6456,57,nope,1,nope,co,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
270,2775437,4468,4361,6456,57,nope,1,nope,co,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
271,2775443,4462,4362,6456,57,I'll bet you if I ask him again he'll say it real loud xxx,14,I bet you if I ask him again he say it real loud,pro:sub v pro:per conj pro:sub v pro:obj adv pro:sub v pro:per adj adj,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,16.0,eng,Hall
272,2775443,4462,4362,6456,57,I'll bet you if I ask him again he'll say it real loud xxx,14,I bet you if I ask him again he say it real loud,pro:sub v pro:per conj pro:sub v pro:obj adv pro:sub v pro:per adj adj,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,16.0,eng,Hall
273,2775480,4468,4363,6456,57,try to make the guys come,6,try to make the guy come,v inf v det:art n v,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,7.0,eng,Hall
274,2775480,4468,4363,6456,57,try to make the guys come,6,try to make the guy come,v inf v det:art n v,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,7.0,eng,Hall
275,2775502,4462,4364,6456,57,look it,2,look it,v pro:per,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
276,2775563,4462,4367,6456,57,come over here Wanda hey Wanda come over,8,come over here Wanda hey Wanda come over,v adv adv n:prop co n:prop v adv,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,8.0,eng,Hall
277,2775581,4468,4368,6456,57,Wanda come here,3,Wanda come here,n:prop v adv,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,3.0,eng,Hall
278,2775663,4468,4373,6456,57,what,1,what,pro:int,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,question,,,,3,Eng-NA,1.0,eng,Hall
279,2775668,4462,4374,6456,57,Daniel keeps on calling her a boozer,7,Daniel keep on call her a boozer,n:prop v adv part pro:obj det:art n,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,9.0,eng,Hall
280,2775698,4468,4376,6456,57,Wanda,1,Wanda,n:prop,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,imperative_emphatic,,,,3,Eng-NA,1.0,eng,Hall
281,2775707,4462,4377,6456,57,call her tell her to come over here,8,call her tell her to come over here,v pro:obj v pro:obj inf v adv adv,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,8.0,eng,Hall
282,2775729,4462,4378,6456,57,I'll talk to her,4,I talk to her,pro:sub v prep pro:obj,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,5.0,eng,Hall
283,2775738,4468,4379,6456,57,Wanda,1,Wanda,n:prop,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
284,2775752,4462,4381,6456,57,xxx,1,,,MAD,Male,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
285,2775759,4468,4382,6456,57,xxx,1,,,FAD,Female,Adult,4458.0,57.00117045524551,Summer,female,declarative,,,,3,Eng-NA,,eng,Hall
286,2790334,4395,7159,6449,57,let him out Bobby,4,let him out Bobby,v pro:obj adv n:prop,FAD,Female,Adult,4032.0,57.00117045524551,Bobby,male,declarative,,,,3,Eng-NA,5.0,eng,Hall
287,2790347,4394,7160,6449,57,oh yeah,2,oh yeah,co co,MAD,Male,Adult,4032.0,57.00117045524551,Bobby,male,question,,,,3,Eng-NA,2.0,eng,Hall
288,3239118,4957,667,7331,72,that's daddy's game,3,that daddy game,pro:dem n n,LIN,lindy,Adult,4948.0,36.000739234891896,Baxter,male,declarative,,,,3,Eng-NA,5.0,eng,Bohannon
289,3239140,4958,668,7331,72,here pick up your penny,5,here pick up your penny,adv v prep det:poss n,RUS,Russel,Adult,4948.0,36.000739234891896,Baxter,male,declarative,,,,3,Eng-NA,5.0,eng,Bohannon
290,9896870,14891,10,25506,201,please,1,please,co,SID,,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,1.0,eng,Wells
291,9896885,14890,11,25506,201,xxx xxx,2,,,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,,eng,Wells
292,9896963,14890,14,25506,201,xxx,1,,,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,,eng,Wells
293,9896973,14891,15,25506,201,please,1,please,co,SID,,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,1.0,eng,Wells
294,9897034,14891,18,25506,201,do you want one of these forms Rene doll,9,do you want one of these form Rene doll,mod pro:per v det:num prep det:dem v n:prop n,SID,,Adult,14879.0,23.9532639273907,Ellen,female,question,,,,13,Eng-UK,10.0,eng,Wells
295,9897069,14890,19,25506,201,I can't,2,I can,pro:sub mod,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,3.0,eng,Wells
296,9897080,14890,20,25506,201,because they won't let me,5,because they will let me,conj pro:sub mod v pro:obj,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,7.0,eng,Wells
